CIDADE,QTD,NM_MUNICIPIO,QT_VOTOS,SCORE_OPORTUNIDADE,SCORE_DENTISTAS,SCORE_VOTOS_PL,SCORE_ROI,SCORE_FINAL,TIER,EXPLICACAO,CIDADE_NORM,mesorregiao-nome_x,regiao-intermediaria-nome,DELEGACIA_CRO,mesorregiao-nome_y,microrregiao-nome
SERRA AZUL DE MINAS,11.0,SERRA AZUL DE MINAS,2329,12.809500000000002,1.56,0.77,2.0,1.39,D,"Dentistas: 11 → score 1.56 | Votos PL/Nikolas: 2,329 → score 0.77 | ROI: município pequeno → score 2.0",SERRA AZUL DE MINAS,Metropolitana de Belo Horizonte,Teófilo Otoni,Teófilo Otoni,Metropolitana de Belo Horizonte,Conceição do Mato Dentro
CAMPO AZUL,9.0,CAMPO AZUL,2841,12.7845,1.04,1.67,2.0,1.5,D,"Dentistas: 9 → score 1.04 | Votos PL/Nikolas: 2,841 → score 1.67 | ROI: município pequeno → score 2.0",CAMPO AZUL,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Montes Claros
CAMACHO,10.0,CAMACHO,2550,12.75,1.29,1.17,2.0,1.43,D,"Dentistas: 10 → score 1.29 | Votos PL/Nikolas: 2,550 → score 1.17 | ROI: município pequeno → score 2.0",CAMACHO,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Formiga
CÓRREGO DANTA,11.0,CÓRREGO DANTA,2279,12.5345,1.56,0.72,2.0,1.38,D,"Dentistas: 11 → score 1.56 | Votos PL/Nikolas: 2,279 → score 0.72 | ROI: município pequeno → score 2.0",CÓRREGO DANTA,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Piuí
ALAGOA,13.0,ALAGOA,1927,12.5255,2.08,0.29,2.0,1.43,D,"Dentistas: 13 → score 2.08 | Votos PL/Nikolas: 1,927 → score 0.29 | ROI: município pequeno → score 2.0",ALAGOA,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,São Lourenço
CAMPANÁRIO,11.0,CAMPANÁRIO,2271,12.4905,1.56,0.68,2.0,1.36,D,"Dentistas: 11 → score 1.56 | Votos PL/Nikolas: 2,271 → score 0.68 | ROI: município pequeno → score 2.0",CAMPANÁRIO,Vale do Rio Doce,Teófilo Otoni,Teófilo Otoni,Vale do Rio Doce,Governador Valadares
SÃO GERALDO DA PIEDADE,10.0,SÃO GERALDO DA PIEDADE,2496,12.48,1.29,1.09,2.0,1.4,D,"Dentistas: 10 → score 1.29 | Votos PL/Nikolas: 2,496 → score 1.09 | ROI: município pequeno → score 2.0",SÃO GERALDO DA PIEDADE,Vale do Rio Doce,Governador Valadares,Governador Valadares,Vale do Rio Doce,Governador Valadares
RIO DOCE,12.0,RIO DOCE,2030,12.18,1.84,0.44,2.0,1.39,D,"Dentistas: 12 → score 1.84 | Votos PL/Nikolas: 2,030 → score 0.44 | ROI: município pequeno → score 2.0",RIO DOCE,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Ponte Nova
IBITIÚRA DE MINAS,9.0,IBITIÚRA DE MINAS,2677,12.0465,1.04,1.43,2.0,1.42,D,"Dentistas: 9 → score 1.04 | Votos PL/Nikolas: 2,677 → score 1.43 | ROI: município pequeno → score 2.0",IBITIÚRA DE MINAS,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Poços de Caldas
LEANDRO FERREIRA,9.0,LEANDRO FERREIRA,2636,11.862,1.04,1.32,2.0,1.38,D,"Dentistas: 9 → score 1.04 | Votos PL/Nikolas: 2,636 → score 1.32 | ROI: município pequeno → score 2.0",LEANDRO FERREIRA,Central Mineira,Divinópolis,Divinópolis,Central Mineira,Bom Despacho
BIAS FORTES,8.0,BIAS FORTES,2944,11.776,0.81,1.79,2.0,1.45,D,"Dentistas: 8 → score 0.81 | Votos PL/Nikolas: 2,944 → score 1.79 | ROI: município pequeno → score 2.0",BIAS FORTES,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
SÃO SEBASTIÃO DA VARGEM ALEGRE,10.0,SÃO SEBASTIÃO DA VARGEM ALEGRE,2339,11.695,1.29,0.78,2.0,1.29,D,"Dentistas: 10 → score 1.29 | Votos PL/Nikolas: 2,339 → score 0.78 | ROI: município pequeno → score 2.0",SÃO SEBASTIÃO DA VARGEM ALEGRE,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Muriaé
FERNANDES TOURINHO,12.0,FERNANDES TOURINHO,1938,11.628,1.84,0.31,2.0,1.34,D,"Dentistas: 12 → score 1.84 | Votos PL/Nikolas: 1,938 → score 0.31 | ROI: município pequeno → score 2.0",FERNANDES TOURINHO,Vale do Rio Doce,Governador Valadares,Governador Valadares,Vale do Rio Doce,Governador Valadares
OLARIA,13.0,OLARIA,1785,11.6025,2.08,0.21,2.0,1.41,D,"Dentistas: 13 → score 2.08 | Votos PL/Nikolas: 1,785 → score 0.21 | ROI: município pequeno → score 2.0",OLARIA,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
PEDRA DOURADA,10.0,PEDRA DOURADA,2263,11.315,1.29,0.66,2.0,1.25,D,"Dentistas: 10 → score 1.29 | Votos PL/Nikolas: 2,263 → score 0.66 | ROI: município pequeno → score 2.0",PEDRA DOURADA,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Muriaé
CARRANCAS,8.0,CARRANCAS,2756,11.024,0.81,1.56,2.0,1.37,D,"Dentistas: 8 → score 0.81 | Votos PL/Nikolas: 2,756 → score 1.56 | ROI: município pequeno → score 2.0",CARRANCAS,Campo das Vertentes,Varginha,Alfenas,Campo das Vertentes,Lavras
ARANTINA,10.0,ARANTINA,2200,11.0,1.29,0.59,2.0,1.22,D,"Dentistas: 10 → score 1.29 | Votos PL/Nikolas: 2,200 → score 0.59 | ROI: município pequeno → score 2.0",ARANTINA,Sul/Sudoeste de Minas,Juíz de Fora,Lavras,Sul/Sudoeste de Minas,Andrelândia
CLARAVAL,6.0,CLARAVAL,3663,10.989,0.38,2.98,2.0,1.69,D,"Dentistas: 6 → score 0.38 | Votos PL/Nikolas: 3,663 → score 2.98 | ROI: município pequeno → score 2.0",CLARAVAL,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Passos
SANTANA DO DESERTO,8.0,SANTANA DO DESERTO,2744,10.976,0.81,1.52,2.0,1.36,D,"Dentistas: 8 → score 0.81 | Votos PL/Nikolas: 2,744 → score 1.52 | ROI: município pequeno → score 2.0",SANTANA DO DESERTO,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
RIBEIRÃO VERMELHO,8.0,RIBEIRÃO VERMELHO,2742,10.968,0.81,1.5,2.0,1.35,D,"Dentistas: 8 → score 0.81 | Votos PL/Nikolas: 2,742 → score 1.5 | ROI: município pequeno → score 2.0",RIBEIRÃO VERMELHO,Campo das Vertentes,Varginha,Alfenas,Campo das Vertentes,Lavras
SENADOR CORTES,11.0,SENADOR CORTES,1985,10.9175,1.56,0.37,2.0,1.25,D,"Dentistas: 11 → score 1.56 | Votos PL/Nikolas: 1,985 → score 0.37 | ROI: município pequeno → score 2.0",SENADOR CORTES,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
TAPIRA,6.0,TAPIRA,3637,10.911,0.38,2.94,2.0,1.68,D,"Dentistas: 6 → score 0.38 | Votos PL/Nikolas: 3,637 → score 2.94 | ROI: município pequeno → score 2.0",TAPIRA,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Araxá
VARGEM BONITA,11.0,VARGEM BONITA,1945,10.6975,1.56,0.32,2.0,1.24,D,"Dentistas: 11 → score 1.56 | Votos PL/Nikolas: 1,945 → score 0.32 | ROI: município pequeno → score 2.0",VARGEM BONITA,Oeste de Minas,Varginha,Alfenas,Oeste de Minas,Piuí
SERRANÓPOLIS DE MINAS,7.0,SERRANÓPOLIS DE MINAS,3041,10.6435,0.57,2.0,2.0,1.43,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 3,041 → score 2.0 | ROI: município pequeno → score 2.0",SERRANÓPOLIS DE MINAS,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Janaúba
DOURADOQUARA,13.0,DOURADOQUARA,1633,10.6145,2.08,0.17,2.0,1.39,D,"Dentistas: 13 → score 2.08 | Votos PL/Nikolas: 1,633 → score 0.17 | ROI: município pequeno → score 2.0",DOURADOQUARA,Triângulo Mineiro/Alto Paranaíba,Uberlândia,Uberlândia,Triângulo Mineiro/Alto Paranaíba,Patrocínio
FORTALEZA DE MINAS,9.0,FORTALEZA DE MINAS,2342,10.539,1.04,0.8,2.0,1.2,D,"Dentistas: 9 → score 1.04 | Votos PL/Nikolas: 2,342 → score 0.8 | ROI: município pequeno → score 2.0",FORTALEZA DE MINAS,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Passos
SANTO ANTÔNIO DO ITAMBÉ,9.0,SANTO ANTÔNIO DO ITAMBÉ,2339,10.5255,1.04,0.78,2.0,1.19,D,"Dentistas: 9 → score 1.04 | Votos PL/Nikolas: 2,339 → score 0.78 | ROI: município pequeno → score 2.0",SANTO ANTÔNIO DO ITAMBÉ,Metropolitana de Belo Horizonte,Teófilo Otoni,Teófilo Otoni,Metropolitana de Belo Horizonte,Conceição do Mato Dentro
SERITINGA,14.0,SERITINGA,1487,10.409,2.28,0.09,2.0,1.44,D,"Dentistas: 14 → score 2.28 | Votos PL/Nikolas: 1,487 → score 0.09 | ROI: município pequeno → score 2.0",SERITINGA,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Andrelândia
FORTUNA DE MINAS,9.0,FORTUNA DE MINAS,2271,10.2195,1.04,0.68,2.0,1.15,D,"Dentistas: 9 → score 1.04 | Votos PL/Nikolas: 2,271 → score 0.68 | ROI: município pequeno → score 2.0",FORTUNA DE MINAS,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Sete Lagoas
PEQUERI,8.0,PEQUERI,2537,10.148,0.81,1.14,2.0,1.22,D,"Dentistas: 8 → score 0.81 | Votos PL/Nikolas: 2,537 → score 1.14 | ROI: município pequeno → score 2.0",PEQUERI,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
PIAU,8.0,PIAU,2518,10.072,0.81,1.11,2.0,1.21,D,"Dentistas: 8 → score 0.81 | Votos PL/Nikolas: 2,518 → score 1.11 | ROI: município pequeno → score 2.0",PIAU,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
IBITURUNA,10.0,IBITURUNA,2013,10.065,1.29,0.4,2.0,1.16,D,"Dentistas: 10 → score 1.29 | Votos PL/Nikolas: 2,013 → score 0.4 | ROI: município pequeno → score 2.0",IBITURUNA,Oeste de Minas,Varginha,Alfenas,Oeste de Minas,Oliveira
JAGUARAÇU,8.0,JAGUARAÇU,2496,9.984,0.81,1.09,2.0,1.21,D,"Dentistas: 8 → score 0.81 | Votos PL/Nikolas: 2,496 → score 1.09 | ROI: município pequeno → score 2.0",JAGUARAÇU,Vale do Rio Doce,Ipatinga,Ipatinga,Vale do Rio Doce,Ipatinga
PEDRO TEIXEIRA,10.0,PEDRO TEIXEIRA,1993,9.965,1.29,0.38,2.0,1.15,D,"Dentistas: 10 → score 1.29 | Votos PL/Nikolas: 1,993 → score 0.38 | ROI: município pequeno → score 2.0",PEDRO TEIXEIRA,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
ARAÇAÍ,10.0,ARAÇAÍ,1974,9.87,1.29,0.35,2.0,1.14,D,"Dentistas: 10 → score 1.29 | Votos PL/Nikolas: 1,974 → score 0.35 | ROI: município pequeno → score 2.0",ARAÇAÍ,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Sete Lagoas
LAMIM,7.0,LAMIM,2809,9.8315,0.57,1.63,2.0,1.3,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 2,809 → score 1.63 | ROI: município pequeno → score 2.0",LAMIM,Zona da Mata,Barbacena,Juiz de Fora,Zona da Mata,Viçosa
ESTRELA DO INDAIÁ,9.0,ESTRELA DO INDAIÁ,2161,9.7245,1.04,0.57,2.0,1.12,D,"Dentistas: 9 → score 1.04 | Votos PL/Nikolas: 2,161 → score 0.57 | ROI: município pequeno → score 2.0",ESTRELA DO INDAIÁ,Central Mineira,Divinópolis,Divinópolis,Central Mineira,Bom Despacho
QUARTEL GERAL,7.0,QUARTEL GERAL,2731,9.5585,0.57,1.49,2.0,1.25,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 2,731 → score 1.49 | ROI: município pequeno → score 2.0",QUARTEL GERAL,Central Mineira,Divinópolis,Divinópolis,Central Mineira,Bom Despacho
DOM BOSCO,7.0,DOM BOSCO,2709,9.4815,0.57,1.47,2.0,1.24,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 2,709 → score 1.47 | ROI: município pequeno → score 2.0",DOM BOSCO,Noroeste de Minas,Patos de Minas,Patos de Minas,Noroeste de Minas,Unaí
CASCALHO RICO,7.0,CASCALHO RICO,2668,9.338,0.57,1.4,2.0,1.22,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 2,668 → score 1.4 | ROI: município pequeno → score 2.0",CASCALHO RICO,Triângulo Mineiro/Alto Paranaíba,Uberlândia,Uberlândia,Triângulo Mineiro/Alto Paranaíba,Uberlândia
PONTO CHIQUE,7.0,PONTO CHIQUE,2630,9.205,0.57,1.31,2.0,1.19,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 2,630 → score 1.31 | ROI: município pequeno → score 2.0",PONTO CHIQUE,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Montes Claros
JAMPRUCA,6.0,JAMPRUCA,3057,9.171,0.38,2.03,2.0,1.36,D,"Dentistas: 6 → score 0.38 | Votos PL/Nikolas: 3,057 → score 2.03 | ROI: município pequeno → score 2.0",JAMPRUCA,Vale do Rio Doce,Governador Valadares,Governador Valadares,Vale do Rio Doce,Governador Valadares
URUANA DE MINAS,7.0,URUANA DE MINAS,2560,8.96,0.57,1.18,2.0,1.14,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 2,560 → score 1.18 | ROI: município pequeno → score 2.0",URUANA DE MINAS,Noroeste de Minas,Patos de Minas,Patos de Minas,Noroeste de Minas,Unaí
SILVEIRÂNIA,8.0,SILVEIRÂNIA,2228,8.912,0.81,0.61,2.0,1.04,D,"Dentistas: 8 → score 0.81 | Votos PL/Nikolas: 2,228 → score 0.61 | ROI: município pequeno → score 2.0",SILVEIRÂNIA,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Ubá
BIQUINHAS,9.0,BIQUINHAS,1971,8.8695,1.04,0.34,2.0,1.04,D,"Dentistas: 9 → score 1.04 | Votos PL/Nikolas: 1,971 → score 0.34 | ROI: município pequeno → score 2.0",BIQUINHAS,Central Mineira,Divinópolis,Divinópolis,Central Mineira,Três Marias
DORESÓPOLIS,11.0,DORESÓPOLIS,1557,8.5635,1.56,0.14,2.0,1.17,D,"Dentistas: 11 → score 1.56 | Votos PL/Nikolas: 1,557 → score 0.14 | ROI: município pequeno → score 2.0",DORESÓPOLIS,Oeste de Minas,Varginha,Alfenas,Oeste de Minas,Piuí
MORRO DA GARÇA,8.0,MORRO DA GARÇA,2131,8.524,0.81,0.52,2.0,1.01,D,"Dentistas: 8 → score 0.81 | Votos PL/Nikolas: 2,131 → score 0.52 | ROI: município pequeno → score 2.0",MORRO DA GARÇA,Central Mineira,Belo Horizonte,BH — Sede,Central Mineira,Curvelo
MARIPÁ DE MINAS,7.0,MARIPÁ DE MINAS,2410,8.435,0.57,0.96,2.0,1.06,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 2,410 → score 0.96 | ROI: município pequeno → score 2.0",MARIPÁ DE MINAS,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
MEDEIROS,7.0,MEDEIROS,2406,8.421000000000001,0.57,0.94,2.0,1.06,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 2,406 → score 0.94 | ROI: município pequeno → score 2.0",MEDEIROS,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Piuí
GRUPIARA,13.0,GRUPIARA,1294,8.411,2.08,0.04,2.0,1.35,D,"Dentistas: 13 → score 2.08 | Votos PL/Nikolas: 1,294 → score 0.04 | ROI: município pequeno → score 2.0",GRUPIARA,Triângulo Mineiro/Alto Paranaíba,Uberlândia,Uberlândia,Triângulo Mineiro/Alto Paranaíba,Patrocínio
NATALÂNDIA,7.0,NATALÂNDIA,2400,8.4,0.57,0.91,2.0,1.05,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 2,400 → score 0.91 | ROI: município pequeno → score 2.0",NATALÂNDIA,Noroeste de Minas,Patos de Minas,Patos de Minas,Noroeste de Minas,Unaí
PRATINHA,7.0,PRATINHA,2351,8.2285,0.57,0.83,2.0,1.02,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 2,351 → score 0.83 | ROI: município pequeno → score 2.0",PRATINHA,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Araxá
ITAMBÉ DO MATO DENTRO,8.0,ITAMBÉ DO MATO DENTRO,2018,8.072,0.81,0.41,2.0,0.97,D,"Dentistas: 8 → score 0.81 | Votos PL/Nikolas: 2,018 → score 0.41 | ROI: município pequeno → score 2.0",ITAMBÉ DO MATO DENTRO,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Conceição do Mato Dentro
FRUTA DE LEITE,5.0,FRUTA DE LEITE,3192,7.98,0.24,2.31,2.0,1.4,D,"Dentistas: 5 → score 0.24 | Votos PL/Nikolas: 3,192 → score 2.31 | ROI: município pequeno → score 2.0",FRUTA DE LEITE,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Salinas
SÃO SEBASTIÃO DO RIO VERDE,9.0,SÃO SEBASTIÃO DO RIO VERDE,1742,7.839,1.04,0.19,2.0,0.98,D,"Dentistas: 9 → score 1.04 | Votos PL/Nikolas: 1,742 → score 0.19 | ROI: município pequeno → score 2.0",SÃO SEBASTIÃO DO RIO VERDE,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,São Lourenço
JOSENÓPOLIS,7.0,JOSENÓPOLIS,2239,7.836499999999999,0.57,0.62,2.0,0.94,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 2,239 → score 0.62 | ROI: município pequeno → score 2.0",JOSENÓPOLIS,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Grão Mogol
SERRANOS,9.0,SERRANOS,1666,7.497,1.04,0.18,2.0,0.98,D,"Dentistas: 9 → score 1.04 | Votos PL/Nikolas: 1,666 → score 0.18 | ROI: município pequeno → score 2.0",SERRANOS,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Andrelândia
PAULISTAS,5.0,PAULISTAS,2996,7.49,0.24,1.91,2.0,1.26,D,"Dentistas: 5 → score 0.24 | Votos PL/Nikolas: 2,996 → score 1.91 | ROI: município pequeno → score 2.0",PAULISTAS,Vale do Rio Doce,Governador Valadares,Governador Valadares,Vale do Rio Doce,Guanhães
SÃO JOSÉ DO ALEGRE,5.0,SÃO JOSÉ DO ALEGRE,2967,7.4175,0.24,1.84,2.0,1.24,D,"Dentistas: 5 → score 0.24 | Votos PL/Nikolas: 2,967 → score 1.84 | ROI: município pequeno → score 2.0",SÃO JOSÉ DO ALEGRE,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Santa Rita do Sapucaí
SÃO JOÃO DO PACUÍ,5.0,SÃO JOÃO DO PACUÍ,2920,7.3,0.24,1.73,2.0,1.2,D,"Dentistas: 5 → score 0.24 | Votos PL/Nikolas: 2,920 → score 1.73 | ROI: município pequeno → score 2.0",SÃO JOÃO DO PACUÍ,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Montes Claros
SANTO ANTÔNIO DO AVENTUREIRO,5.0,SANTO ANTÔNIO DO AVENTUREIRO,2900,7.25,0.24,1.72,2.0,1.2,D,"Dentistas: 5 → score 0.24 | Votos PL/Nikolas: 2,900 → score 1.72 | ROI: município pequeno → score 2.0",SANTO ANTÔNIO DO AVENTUREIRO,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Cataguases
MARMELÓPOLIS,6.0,MARMELÓPOLIS,2365,7.095000000000001,0.38,0.85,2.0,0.95,D,"Dentistas: 6 → score 0.38 | Votos PL/Nikolas: 2,365 → score 0.85 | ROI: município pequeno → score 2.0",MARMELÓPOLIS,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Itajubá
BOCAINA DE MINAS,4.0,BOCAINA DE MINAS,3530,7.06,0.15,2.77,2.0,1.53,D,"Dentistas: 4 → score 0.15 | Votos PL/Nikolas: 3,530 → score 2.77 | ROI: município pequeno → score 2.0",BOCAINA DE MINAS,Sul/Sudoeste de Minas,Juíz de Fora,Lavras,Sul/Sudoeste de Minas,Andrelândia
CORONEL PACHECO,6.0,CORONEL PACHECO,2350,7.050000000000001,0.38,0.81,2.0,0.94,D,"Dentistas: 6 → score 0.38 | Votos PL/Nikolas: 2,350 → score 0.81 | ROI: município pequeno → score 2.0",CORONEL PACHECO,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
ARGIRITA,6.0,ARGIRITA,2318,6.954000000000001,0.38,0.75,2.0,0.91,D,"Dentistas: 6 → score 0.38 | Votos PL/Nikolas: 2,318 → score 0.75 | ROI: município pequeno → score 2.0",ARGIRITA,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Cataguases
SANTO ANTÔNIO DO RIO ABAIXO,9.0,SANTO ANTÔNIO DO RIO ABAIXO,1529,6.8805,1.04,0.13,2.0,0.96,D,"Dentistas: 9 → score 1.04 | Votos PL/Nikolas: 1,529 → score 0.13 | ROI: município pequeno → score 2.0",SANTO ANTÔNIO DO RIO ABAIXO,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Conceição do Mato Dentro
ANTÔNIO PRADO DE MINAS,9.0,ANTÔNIO PRADO DE MINAS,1513,6.8085,1.04,0.12,2.0,0.96,D,"Dentistas: 9 → score 1.04 | Votos PL/Nikolas: 1,513 → score 0.12 | ROI: município pequeno → score 2.0",ANTÔNIO PRADO DE MINAS,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Muriaé
SANTANA DO GARAMBÉU,7.0,SANTANA DO GARAMBÉU,1861,6.5135,0.57,0.27,2.0,0.82,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 1,861 → score 0.27 | ROI: município pequeno → score 2.0",SANTANA DO GARAMBÉU,Campo das Vertentes,Barbacena,Juiz de Fora,Campo das Vertentes,São João Del Rei
ESTRELA DALVA,6.0,ESTRELA DALVA,2158,6.474,0.38,0.55,2.0,0.84,D,"Dentistas: 6 → score 0.38 | Votos PL/Nikolas: 2,158 → score 0.55 | ROI: município pequeno → score 2.0",ESTRELA DALVA,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Cataguases
SANTO HIPÓLITO,6.0,SANTO HIPÓLITO,2127,6.380999999999999,0.38,0.51,2.0,0.83,D,"Dentistas: 6 → score 0.38 | Votos PL/Nikolas: 2,127 → score 0.51 | ROI: município pequeno → score 2.0",SANTO HIPÓLITO,Central Mineira,Belo Horizonte,BH — Sede,Central Mineira,Curvelo
ÁGUA COMPRIDA,7.0,ÁGUA COMPRIDA,1815,6.3525,0.57,0.25,2.0,0.82,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 1,815 → score 0.25 | ROI: município pequeno → score 2.0",ÁGUA COMPRIDA,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Uberaba
SÃO JOÃO DA MATA,5.0,SÃO JOÃO DA MATA,2378,5.945,0.24,0.88,2.0,0.9,D,"Dentistas: 5 → score 0.24 | Votos PL/Nikolas: 2,378 → score 0.88 | ROI: município pequeno → score 2.0",SÃO JOÃO DA MATA,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Santa Rita do Sapucaí
ROCHEDO DE MINAS,6.0,ROCHEDO DE MINAS,1948,5.843999999999999,0.38,0.33,2.0,0.77,D,"Dentistas: 6 → score 0.38 | Votos PL/Nikolas: 1,948 → score 0.33 | ROI: município pequeno → score 2.0",ROCHEDO DE MINAS,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
SENHORA DO PORTO,5.0,SENHORA DO PORTO,2273,5.6825,0.24,0.7,2.0,0.84,D,"Dentistas: 5 → score 0.24 | Votos PL/Nikolas: 2,273 → score 0.7 | ROI: município pequeno → score 2.0",SENHORA DO PORTO,Vale do Rio Doce,Governador Valadares,Governador Valadares,Vale do Rio Doce,Guanhães
ARACITABA,5.0,ARACITABA,2021,5.0525,0.24,0.42,2.0,0.74,D,"Dentistas: 5 → score 0.24 | Votos PL/Nikolas: 2,021 → score 0.42 | ROI: município pequeno → score 2.0",ARACITABA,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
OLIVEIRA FORTES,5.0,OLIVEIRA FORTES,2011,5.0275,0.24,0.39,2.0,0.73,D,"Dentistas: 5 → score 0.24 | Votos PL/Nikolas: 2,011 → score 0.39 | ROI: município pequeno → score 2.0",OLIVEIRA FORTES,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
PASSABÉM,7.0,PASSABÉM,1428,4.997999999999999,0.57,0.08,2.0,0.76,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 1,428 → score 0.08 | ROI: município pequeno → score 2.0",PASSABÉM,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Conceição do Mato Dentro
PAIVA,7.0,PAIVA,1397,4.8895,0.57,0.06,2.0,0.75,D,"Dentistas: 7 → score 0.57 | Votos PL/Nikolas: 1,397 → score 0.06 | ROI: município pequeno → score 2.0",PAIVA,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
MONJOLOS,6.0,MONJOLOS,1606,4.8180000000000005,0.38,0.15,2.0,0.7,D,"Dentistas: 6 → score 0.38 | Votos PL/Nikolas: 1,606 → score 0.15 | ROI: município pequeno → score 2.0",MONJOLOS,Central Mineira,Belo Horizonte,BH — Sede,Central Mineira,Curvelo
UMBURATIBA,5.0,UMBURATIBA,1842,4.605,0.24,0.26,2.0,0.69,D,"Dentistas: 5 → score 0.24 | Votos PL/Nikolas: 1,842 → score 0.26 | ROI: município pequeno → score 2.0",UMBURATIBA,Vale do Mucuri,Teófilo Otoni,Teófilo Otoni,Vale do Mucuri,Nanuque
CATAS ALTAS DA NORUEGA,3.0,CATAS ALTAS DA NORUEGA,3025,4.5375,0.08,1.93,2.0,1.21,D,"Dentistas: 3 → score 0.08 | Votos PL/Nikolas: 3,025 → score 1.93 | ROI: município pequeno → score 2.0",CATAS ALTAS DA NORUEGA,Metropolitana de Belo Horizonte,Barbacena,Juiz de Fora,Metropolitana de Belo Horizonte,Conselheiro Lafaiete
